timestamp	context_type	group_type	algorithm	aggregation_method	@k	precision	recall	ndcg	
2022-06-18 01:03:23.419169	none	chill_0	coclustering	app	75	ukn	ukn	ukn	
2022-06-18 01:03:23.419207	none	chill_0	coclustering	app	80	ukn	ukn	ukn	
2022-06-18 01:03:23.419246	none	chill_0	coclustering	app	85	ukn	ukn	ukn	
2022-06-18 01:03:23.419284	none	chill_0	coclustering	app	90	ukn	ukn	ukn	
2022-06-18 01:03:23.419321	none	chill_0	coclustering	app	95	ukn	ukn	ukn	
2022-06-18 01:03:23.419360	none	chill_0	coclustering	app	100	ukn	ukn	err	
2022-06-18 01:03:23.481826	none	chill_0	coclustering	avm	5	0.4	0.75	0.36731971383331785	
2022-06-18 01:03:23.481950	none	chill_0	coclustering	avm	10	0.25	0.8333333333333333	0.24487980922221186	
2022-06-18 01:03:23.482038	none	chill_0	coclustering	avm	15	0.23333333333333334	1.0	0.20439383366599623	
2022-06-18 01:03:23.482099	none	chill_0	coclustering	avm	20	0.175	1.0	0.1718086576325319	
2022-06-18 01:03:23.482162	none	chill_0	coclustering	avm	25	ukn	ukn	ukn	
2022-06-18 01:03:23.482234	none	chill_0	coclustering	avm	30	ukn	ukn	ukn	
2022-06-18 01:03:23.482273	none	chill_0	coclustering	avm	35	ukn	ukn	ukn	
2022-06-18 01:03:23.482338	none	chill_0	coclustering	avm	40	ukn	ukn	ukn	
2022-06-18 01:03:23.482407	none	chill_0	coclustering	avm	45	ukn	ukn	ukn	
2022-06-18 01:03:23.482471	none	chill_0	coclustering	avm	50	ukn	ukn	ukn	
2022-06-18 01:03:23.482522	none	chill_0	coclustering	avm	55	ukn	ukn	ukn	
2022-06-18 01:03:23.482560	none	chill_0	coclustering	avm	60	ukn	ukn	ukn	
2022-06-18 01:03:23.482597	none	chill_0	coclustering	avm	65	ukn	ukn	ukn	
2022-06-18 01:03:23.482633	none	chill_0	coclustering	avm	70	ukn	ukn	ukn	
2022-06-18 01:03:23.482669	none	chill_0	coclustering	avm	75	ukn	ukn	ukn	
2022-06-18 01:03:23.482705	none	chill_0	coclustering	avm	80	ukn	ukn	ukn	
2022-06-18 01:03:23.482742	none	chill_0	coclustering	avm	85	ukn	ukn	ukn	
2022-06-18 01:03:23.482779	none	chill_0	coclustering	avm	90	ukn	ukn	ukn	
2022-06-18 01:03:23.482815	none	chill_0	coclustering	avm	95	ukn	ukn	ukn	
2022-06-18 01:03:23.482867	none	chill_0	coclustering	avm	100	ukn	ukn	err	
2022-06-18 01:03:23.544191	none	chill_0	coclustering	lms	5	0.4	0.75	0.36731971383331785	
2022-06-18 01:03:23.544317	none	chill_0	coclustering	lms	10	0.25	0.8333333333333333	0.2601517062219227	
2022-06-18 01:03:23.544391	none	chill_0	coclustering	lms	15	0.19999999999999998	0.9166666666666667	0.1989317539163697	
2022-06-18 01:03:23.544453	none	chill_0	coclustering	lms	20	0.175	1.0	0.16835114985061106	
2022-06-18 01:03:23.544508	none	chill_0	coclustering	lms	25	ukn	ukn	ukn	
2022-06-18 01:03:23.544558	none	chill_0	coclustering	lms	30	ukn	ukn	ukn	
2022-06-18 01:03:23.544606	none	chill_0	coclustering	lms	35	ukn	ukn	ukn	
2022-06-18 01:03:23.544658	none	chill_0	coclustering	lms	40	ukn	ukn	ukn	
2022-06-18 01:03:23.544716	none	chill_0	coclustering	lms	45	ukn	ukn	ukn	
2022-06-18 01:03:23.544772	none	chill_0	coclustering	lms	50	ukn	ukn	ukn	
2022-06-18 01:03:23.544829	none	chill_0	coclustering	lms	55	ukn	ukn	ukn	
2022-06-18 01:03:23.544890	none	chill_0	coclustering	lms	60	ukn	ukn	ukn	
2022-06-18 01:03:23.544949	none	chill_0	coclustering	lms	65	ukn	ukn	ukn	
2022-06-18 01:03:23.545009	none	chill_0	coclustering	lms	70	ukn	ukn	ukn	
2022-06-18 01:03:23.545076	none	chill_0	coclustering	lms	75	ukn	ukn	ukn	
2022-06-18 01:03:23.545146	none	chill_0	coclustering	lms	80	ukn	ukn	ukn	
2022-06-18 01:03:23.545207	none	chill_0	coclustering	lms	85	ukn	ukn	ukn	
2022-06-18 01:03:23.545265	none	chill_0	coclustering	lms	90	ukn	ukn	ukn	
2022-06-18 01:03:23.545323	none	chill_0	coclustering	lms	95	ukn	ukn	ukn	
2022-06-18 01:03:23.545383	none	chill_0	coclustering	lms	100	ukn	ukn	err	
2022-06-18 01:03:23.608320	none	chill_0	coclustering	maj	5	0.4	0.75	0.2088234637612022	
